mcsa_id,pdb_chain_id,uniprot_id,assembly_type,ec,gene3d,resolution,cath_class,cath_architecture,ec_class,ec12,ec123,nprot,nresidues,seqid_mean,rmsd_mean_0,dactive_mean,dactive_sd,dactive_range,lrmsf_mean,lrmsf_sd,lrmsf_cv,lrmsf_range,lrmsd_mean,lrmsd_sd,rmsd_mean,rmsd_sd,nresidues_asite,lrmsf_asite,lrmsd_asite
216,1ca2_A,P00918,monomer,4.2.1.1; 4.2.1.69,3.10.200.10,2,alpha/beta,Roll,Lyases,4.2,4.2.1,5,256,0.3911,2.2725,12.320937986299857,4.946213992922633,25.091225199260396,-1.0375459389365207,0.21377988025405412,-0.20604377332263227,1.3214056558560514,-0.3238951159077699,0.8367993577776239,1.093889211697331,1.2921581523541816,6,-1.168641248402206,-1.2227286183488468
252,1igs_A,Q06121,monomer,4.1.1.48,3.20.20.70,2,alpha/beta,Alpha-Beta Barrel,Lyases,4.1,4.1.1,6,240,0.34786666666666666,2.9329333333333336,11.128603236964938,4.53971070982693,21.18406226388131,-1.1082883424739625,0.24525252746037735,-0.22128945876387685,1.5128345454603596,0.22065066927106572,0.7197907948835646,1.7102827754998557,1.7162355703095717,7,-1.2975410584288298,-0.527362054179374
257,1xx2_A,P05364,monomer,3.5.2.6,3.40.710.10,1.88,alpha/beta,3-Layer(aba) Sandwich,Hydrolases,3.5,3.5.2,10,357,0.45395555555555556,1.4757333333333333,14.109103485655561,5.731672475806113,27.906563421532216,-1.050030338275389,0.25376020648278047,-0.24166940442841506,1.3242591924823301,-0.26169124673168676,0.5887474316973867,0.9426843404402779,0.7841677877381251,6,-1.2689286639799477,-0.8609600776697206
258,1sml_A,P52700,monomer,3.5.2.6,3.60.15.10,1.7,alpha/beta,4-Layer Sandwich,Hydrolases,3.5,3.5.2,4,248,0.3823333333333333,1.7953333333333332,12.55338925617403,5.853420705275334,29.571826338594647,-1.1103943266012257,0.2539279597580691,-0.22868268837009456,1.630661230121654,-0.16720722623274917,0.6131939533984897,1.0532219780089447,0.8742183137278775,7,-1.2326846197699999,-0.38446900719704397
290,1zio_A,P27142,monomer,2.7.4.3,3.40.50.300,1.96,alpha/beta,3-Layer(aba) Sandwich,Transferases,2.7,2.7.4,7,203,0.47323809523809524,1.821952380952381,11.082763369966075,4.767746197479734,22.713427064183865,-0.8944327123852623,0.2844612008508,-0.3180353277690418,1.5634813016330844,-0.29698720297869097,0.6210816487305906,0.939293836592974,0.9116574389524912,5,-1.0744102046178823,-0.6227260471071547
328,1lbm_A,Q56320,monomer,5.3.1.24,3.20.20.70,2.8,alpha/beta,Alpha-Beta Barrel,Isomerases,5.3,5.3.1,4,191,0.3333333333333333,2.553166666666667,13.331029712415289,4.683312461383134,23.490015836520847,-1.0920150096509185,0.18245018769220023,-0.16707662997280925,1.0630496425480072,0.17452128954658302,0.6302059533657214,1.4697255037731467,1.0575434961074381,2,-1.305622975663272,-0.43893873717883036
351,1snz_A,Q96C23,monomer,5.1.3.3,2.70.98.10,2.2,all-beta,Distorted Sandwich,Isomerases,5.1,5.1.3,4,333,0.33,2.65,15.306907082187825,5.34471536520244,28.262858648763753,-1.0817189288731885,0.22487652067654196,-0.20788812571745663,1.4363161862641836,-0.10898588784684976,0.8021551708027295,1.3182889602625827,1.4470610914641344,3,-1.3098918098334338,-0.7670487665607723
362,1d6o_A,P62942,monomer,5.2.1.8,3.10.50.40,1.85,alpha/beta,Roll,Isomerases,5.2,5.2.1,7,107,0.45585714285714285,2.302952380952381,9.121205956440857,4.6491170132638935,21.497554535341916,-0.937941062755037,0.2715576421389269,-0.2895252728793791,1.1257074292553066,-0.3774953333050283,0.6376500099744611,0.9210332874731684,1.435465876109206,6,-0.8004141731673796,-0.8744854605272603
376,1a4l_A,P03958,monomer,3.5.4.4,3.20.20.140,2.6,alpha/beta,Alpha-Beta Barrel,Hydrolases,3.5,3.5.4,4,349,0.4418333333333333,2.4226666666666667,14.302326473958999,5.423227301046961,27.704486423682358,-1.050222216468481,0.24038034081301943,-0.22888521785544771,1.4744994991415068,-0.06898634240879127,0.8041025318006172,1.2986944304678838,1.172552016598723,6,-1.3160989965837857,-1.044092636052015
394,1aj0_A,P0AC13,monomer,2.5.1.15,3.20.20.20,2,alpha/beta,Alpha-Beta Barrel,Transferases,2.5,2.5.1,10,248,0.40068888888888887,2.3527555555555555,15.532955304502623,5.457889846374615,26.490835264294702,-1.0647182917053688,0.238882366735385,-0.22436203885702477,1.3480282887469213,0.10913229569585478,0.7346677486827431,1.5847569843562264,1.8682127692726842,2,-1.1492094095253593,-0.6329167027384559
444,1cel_A,P62694,monomer,3.2.1.91,2.70.100.10,1.8,all-beta,Distorted Sandwich,Hydrolases,3.2,3.2.1,6,425,0.4632,2.1190666666666664,17.36991192850701,7.168948750968547,37.327394658615,-1.0930469197321186,0.20848323834795765,-0.19073585459538392,1.2099734612421693,-0.1462431235670912,0.7179518161947954,1.167777461950099,1.133825952477223,4,-1.3118944188039814,-0.8292693537966058
462,1pnt_A,P11064,monomer,3.1.3.2; 3.1.3.48,3.40.50.2300,2.2,alpha/beta,3-Layer(aba) Sandwich,Hydrolases,3.1,3.1.3,6,147,0.37006666666666665,1.8133333333333332,11.10317176363372,5.084308257474419,21.868852301847028,-1.0819881949716192,0.2373913799353992,-0.21940292975343045,1.133686145457272,-0.2475198461083241,0.7126497042827133,1.0383028727807362,0.9451245952720465,6,-1.3862822126398413,-1.1167765405139511
467,1cv2_A,D4Z2G1,monomer,3.8.1.5,3.40.50.1820,1.58,alpha/beta,3-Layer(aba) Sandwich,Hydrolases,3.8,3.8.1,5,284,0.4518,1.8997,14.124552563944741,5.3695276110122965,27.103077943289023,-1.060258692650059,0.19560785374002937,-0.18449068618444256,1.1434631021950978,-0.30660286642692,0.7418024008296282,1.0182198291911264,1.1026994318362553,5,-1.2746865781551944,-0.8475099147219259
480,1czf_A,P26214,monomer,3.2.1.15,2.160.20.10,1.68,all-beta,3 Solenoid,Hydrolases,3.2,3.2.1,4,333,0.4405,1.8561666666666667,15.102026974756425,6.975427866673711,35.95159359472122,-1.0615137743279741,0.17325044028795,-0.16321073214300194,1.248571222116065,-0.21317672592174547,0.662126050587256,1.0448811676636693,0.9245800217859175,6,-1.2623291803399819,-0.881509471653114
597,1uch_A,P15374,monomer,3.4.19.12,3.40.532.10,1.8,alpha/beta,3-Layer(aba) Sandwich,Hydrolases,3.4,3.4.19,4,204,0.3755,3.1531666666666665,13.765529951370873,5.706431941979418,26.172219642208415,-1.028645236339068,0.25746787941680416,-0.25029803310335474,1.3616284153068878,0.2741329606177613,0.7047586751162402,1.7605889036864142,1.885365151869813,4,-1.2344740633696312,-0.12750559583474827
681,1gq8_A,P83218,monomer,3.1.1.11,2.160.20.10,1.75,all-beta,3 Solenoid,Hydrolases,3.1,3.1.1,4,294,0.30633333333333335,6.677,16.996558888283197,8.219807639851192,38.08169409309413,-1.052543497653556,0.3011969194644631,-0.28616101865236343,2.3015411416209917,0.4827248803426295,0.9740739166472171,2.8551998522760815,4.209526738725908,5,-1.3184871252821064,-0.26636103504903186
693,2rnf_A,P34096,monomer,3.1.27.-,3.10.130.10,2.4,alpha/beta,Roll,Hydrolases,3.1,3.1.27,7,119,0.38361904761904764,2.1996190476190476,10.593251963244919,3.939941655489149,17.846271459327298,-0.8319758871165392,0.3015081678534489,-0.36240012784314635,1.7335558505112911,0.08919363599498079,0.8100741914782557,1.5506409023447194,1.4080982979565395,3,-0.9349641143206335,-0.7279966072784337
749,1nml_A,P83787,monomer,NA,1.10.760.10,2.2,all-alpha,Orthogonal Bundle,NA,NA,NA,6,313,0.5624666666666667,3.8921333333333332,26.260298356364267,10.7885801814529,50.40286220047429,-0.9438879117061736,0.2306326757210397,-0.24434328786364862,1.186176884059575,0.24064583599972872,0.8532794064028267,1.9582025969188976,2.2846318891962345,1,-0.99118463174677,1.64280021079257
814,1glo_A,P25774,monomer,3.4.22.27,3.90.70.10,2.2,alpha/beta,Alpha-Beta Complex,Hydrolases,3.4,3.4.22,4,213,0.45766666666666667,1.2186666666666666,13.442456336280785,5.525914870404205,25.63421323153882,-1.1478561826068336,0.21751767627411644,-0.18949906754008494,1.5768862384730342,-0.5013694837710326,0.5308815149150448,0.7107709861963846,0.49714191305307914,4,-1.2877977754964591,-1.0397729375240732
858,1mrq_A,Q04828,monomer,1.1.1.-; 1.1.1.112; 1.1.1.149; 1.1.1.209; 1.1.1.210; 1.1.1.357; 1.1.1.51; 1.1.1.53; 1.1.1.62; 1.3.1.20,3.20.20.100,1.59,alpha/beta,Alpha-Beta Barrel,Oxidoreductases,1.1,1.1.1,16,301,0.382425,1.7043416666666666,15.218106583364964,6.387262417817857,31.58493376595873,-1.0103255603628323,0.24428959944104645,-0.24179295172272605,1.4368196274325258,0.09388949393179666,0.7877243287347978,1.5677784290796049,1.6183917686787432,4,-1.2268130731563367,-0.4775914216037947
877,1pbg_A,P11546,monomer,3.2.1.85,3.20.20.80,2.3,alpha/beta,Alpha-Beta Barrel,Hydrolases,3.2,3.2.1,23,435,0.37448616600790513,2.4242332015810275,17.739447618288988,5.68700135791975,31.143635401153798,-1.0385013856814473,0.23998091748757702,-0.23108386834756656,1.4482080488839526,0.023536980693633417,0.7421782216514727,1.4216328553165118,1.452337764000259,2,-1.2366622779621301,-0.7484951291148438
908,1rtu_A,P00654,monomer,4.6.1.20,3.10.450.30,1.8,alpha/beta,Roll,Lyases,4.6,4.6.1,5,99,0.45089999999999997,2.5478,9.437490537742462,3.9378194948475356,16.48631984404039,-1.000071002966862,0.2730908738782461,-0.2730714849926462,1.207897656850786,-0.06507255318942698,0.8168703964278795,1.3852936562993163,1.5495139354559124,4,-1.1302944412212887,-0.7666803704712494
923,2acy_A,P41500,monomer,3.6.1.7,3.30.70.100,1.8,alpha/beta,2-Layer Sandwich,Hydrolases,3.6,3.6.1,4,90,0.33766666666666667,1.291,12.403260838770708,5.487069549944417,25.850438023368188,-1.0802020823189364,0.2136588483948021,-0.19779525691723113,1.088732557996263,-0.5943255664428201,0.6687267547000497,0.7196412750197086,0.6612753269328424,2,-1.202827233112325,-0.7099456790734963
931,2pth_A,P0A7D1,monomer,3.1.1.29,3.40.50.1470,1.2,alpha/beta,3-Layer(aba) Sandwich,Hydrolases,3.1,3.1.1,7,192,0.3933333333333333,1.8515714285714286,13.653085408279617,6.132360520702229,30.14791181823378,-1.0534590149829093,0.27069173097362953,-0.25695516116307676,1.3739263048836425,-0.11268786293695374,0.7738981645833729,1.3326212933302375,1.868925240934204,4,-1.2120851668789143,-0.8985070595920139
